Code,Description,Scope,Area,MinLon,MinLat,MaxLon,MaxLat,LonCenter,LatCenter,Projection,OGCWKT,Proj4
EPSG:2997,EPSG Projection 2997 - ST71 Belep / UTM zone 58S,Large and medium scale topographic mapping and engineering survey.,New Caledonia - Belep,163.55,-19.85,163.7,-19.54,165,0,transverse_mercator,"PROJCS[""ST71 Belep / UTM zone 58S"",GEOGCS[""ST71 Belep"",DATUM[""ST71_Belep"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[-480.26,-438.32,-643.429,16.3119,20.1721,-4.0349,-111.7],AUTHORITY[""EPSG"",""6643""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4643""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",165],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",10000000],AUTHORITY[""EPSG"",""2997""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","+proj=utm +zone=58 +south +ellps=intl +towgs84=-480.26,-438.32,-643.429,16.3119,20.1721,-4.0349,-111.7 +units=m +no_defs "
EPSG:2998,EPSG Projection 2998 - NEA74 Noumea / UTM zone 58S,Large and medium scale topographic mapping and engineering survey.,New Caledonia - Grande Terre - Noumea,166.3,-22.35,166.5,-22.1,165,0,transverse_mercator,"PROJCS[""NEA74 Noumea / UTM zone 58S"",GEOGCS[""NEA74 Noumea"",DATUM[""NEA74_Noumea"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],AUTHORITY[""EPSG"",""6644""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4644""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",165],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",10000000],AUTHORITY[""EPSG"",""2998""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",+proj=utm +zone=58 +south +ellps=intl +units=m +no_defs 
EPSG:2999,EPSG Projection 2999 - Grand Comoros / UTM zone 38S,Large and medium scale topographic mapping and engineering survey.,Comoros - Njazidja (Grande Comore),43.2,-11.9,43.5,-11.4,45,0,transverse_mercator,"PROJCS[""Grand Comoros / UTM zone 38S"",GEOGCS[""Grand Comoros"",DATUM[""Grand_Comoros"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],AUTHORITY[""EPSG"",""6646""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4646""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",45],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",10000000],AUTHORITY[""EPSG"",""2999""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",+proj=utm +zone=38 +south +ellps=intl +units=m +no_defs 
EPSG:3000,EPSG Projection 3000 - Segara / NEIEZ,Large and medium scale topographic mapping and engineering survey.,Indonesia - Kalimantan E,113.69,-5.72,119.62,4.4,110,-0.659999999999999,mercator_1sp,"PROJCS[""Segara / NEIEZ"",GEOGCS[""Segara"",DATUM[""Gunung_Segara"",SPHEROID[""Bessel 1841"",6377397.155,299.1528128,AUTHORITY[""EPSG"",""7004""]],AUTHORITY[""EPSG"",""6613""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4613""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Mercator_1SP""],PARAMETER[""central_meridian"",110],PARAMETER[""scale_factor"",0.997],PARAMETER[""false_easting"",3900000],PARAMETER[""false_northing"",900000],AUTHORITY[""EPSG"",""3000""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]",+proj=merc +lon_0=110 +k=0.997 +x_0=3900000 +y_0=900000 +ellps=bessel +units=m +no_defs 
EPSG:3001,EPSG Projection 3001 - Batavia / NEIEZ,Large and medium scale topographic mapping and engineering survey.,Indonesia - Java,105.11,-8.78,115.57,-5.73,110,-7.255,mercator_1sp,"PROJCS[""Batavia / NEIEZ"",GEOGCS[""Batavia"",DATUM[""Batavia"",SPHEROID[""Bessel 1841"",6377397.155,299.1528128,AUTHORITY[""EPSG"",""7004""]],AUTHORITY[""EPSG"",""6211""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4211""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Mercator_1SP""],PARAMETER[""central_meridian"",110],PARAMETER[""scale_factor"",0.997],PARAMETER[""false_easting"",3900000],PARAMETER[""false_northing"",900000],AUTHORITY[""EPSG"",""3001""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]",+proj=merc +lon_0=110 +k=0.997 +x_0=3900000 +y_0=900000 +ellps=bessel +units=m +no_defs 
EPSG:3002,EPSG Projection 3002 - Makassar / NEIEZ,Large and medium scale topographic mapping and engineering survey.,Indonesia - Sulawesi SW,117.6,-7.9,121,2,110,-2.95,mercator_1sp,"PROJCS[""Makassar / NEIEZ"",GEOGCS[""Makassar"",DATUM[""Makassar"",SPHEROID[""Bessel 1841"",6377397.155,299.1528128,AUTHORITY[""EPSG"",""7004""]],TOWGS84[-587.8,519.75,145.76,0,0,0,0],AUTHORITY[""EPSG"",""6257""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4257""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Mercator_1SP""],PARAMETER[""central_meridian"",110],PARAMETER[""scale_factor"",0.997],PARAMETER[""false_easting"",3900000],PARAMETER[""false_northing"",900000],AUTHORITY[""EPSG"",""3002""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]","+proj=merc +lon_0=110 +k=0.997 +x_0=3900000 +y_0=900000 +ellps=bessel +towgs84=-587.8,519.75,145.76,0,0,0,0 +units=m +no_defs "
EPSG:3003,EPSG Projection 3003 - Monte Mario / Italy zone 1,Large and medium scale topographic mapping and engineering survey.,Italy - west of 12°E,6.65,8.8,12,47.05,9,0,transverse_mercator,"PROJCS[""Monte Mario / Italy zone 1"",GEOGCS[""Monte Mario"",DATUM[""Monte_Mario"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],AUTHORITY[""EPSG"",""6265""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4265""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",9],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3003""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]",+proj=tmerc +lat_0=0 +lon_0=9 +k=0.9996 +x_0=1500000 +y_0=0 +ellps=intl +units=m +no_defs 
EPSG:3004,EPSG Projection 3004 - Monte Mario / Italy zone 2,Large and medium scale topographic mapping and engineering survey.,Italy - east of 12°E,12,36.6,18.53,47.09,15,0,transverse_mercator,"PROJCS[""Monte Mario / Italy zone 2"",GEOGCS[""Monte Mario"",DATUM[""Monte_Mario"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],AUTHORITY[""EPSG"",""6265""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4265""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",15],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",2520000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3004""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]",+proj=tmerc +lat_0=0 +lon_0=15 +k=0.9996 +x_0=2520000 +y_0=0 +ellps=intl +units=m +no_defs 
EPSG:3005,EPSG Projection 3005 - NAD83 / BC Albers,Spatial data storage and use for whole province in grid coordinates.,Canada - British Columbia,-139.05,48.3,-114.03,60,-126,45,albers_conic_equal_area,"PROJCS[""NAD83 / BC Albers"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Albers_Conic_Equal_Area""],PARAMETER[""standard_parallel_1"",50],PARAMETER[""standard_parallel_2"",58.5],PARAMETER[""latitude_of_center"",45],PARAMETER[""longitude_of_center"",-126],PARAMETER[""false_easting"",1000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3005""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",+proj=aea +lat_1=50 +lat_2=58.5 +lat_0=45 +lon_0=-126 +x_0=1000000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
EPSG:3006,EPSG Projection 3006 - SWEREF99 TM,Medium and small scale topographic mapping.,Sweden,10.57,55.2,24.18,69.1,15,0,transverse_mercator,"PROJCS[""SWEREF99 TM"",GEOGCS[""SWEREF99"",DATUM[""SWEREF99"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6619""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4619""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",15],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3006""],AXIS[""y"",EAST],AXIS[""x"",NORTH]]","+proj=utm +zone=33 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
EPSG:3007,EPSG Projection 3007 - SWEREF99 12 00,"Large scale (1:10,000 and greater) topographic mapping, engineering and cadastral survey.",Sweden - 12 00,10.57,55.85,13.08,60.25,12,0,transverse_mercator,"PROJCS[""SWEREF99 12 00"",GEOGCS[""SWEREF99"",DATUM[""SWEREF99"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6619""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4619""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",12],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",150000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3007""],AXIS[""y"",EAST],AXIS[""x"",NORTH]]","+proj=tmerc +lat_0=0 +lon_0=12 +k=1 +x_0=150000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
EPSG:3008,EPSG Projection 3008 - SWEREF99 13 30,"Large scale (1:10,000 and greater) topographic mapping, engineering and cadastral survey.",Sweden - 13 30,12.1,55.2,14.65,62.26,13.5,0,transverse_mercator,"PROJCS[""SWEREF99 13 30"",GEOGCS[""SWEREF99"",DATUM[""SWEREF99"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6619""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4619""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",13.5],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",150000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3008""],AXIS[""y"",EAST],AXIS[""x"",NORTH]]","+proj=tmerc +lat_0=0 +lon_0=13.5 +k=1 +x_0=150000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
EPSG:3009,EPSG Projection 3009 - SWEREF99 15 00,"Large scale (1:10,000 and greater) topographic mapping, engineering and cadastral survey.",Sweden - 15 00,13.5,55.95,16.1,61.62,15,0,transverse_mercator,"PROJCS[""SWEREF99 15 00"",GEOGCS[""SWEREF99"",DATUM[""SWEREF99"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6619""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4619""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",15],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",150000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3009""],AXIS[""y"",EAST],AXIS[""x"",NORTH]]","+proj=tmerc +lat_0=0 +lon_0=15 +k=1 +x_0=150000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
EPSG:3010,EPSG Projection 3010 - SWEREF99 16 30,"Large scale (1:10,000 and greater) topographic mapping, engineering and cadastral survey.",Sweden - 16 30,15.65,56.18,17.71,62.35,16.5,0,transverse_mercator,"PROJCS[""SWEREF99 16 30"",GEOGCS[""SWEREF99"",DATUM[""SWEREF99"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6619""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4619""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",16.5],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",150000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3010""],AXIS[""y"",EAST],AXIS[""x"",NORTH]]","+proj=tmerc +lat_0=0 +lon_0=16.5 +k=1 +x_0=150000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
EPSG:3011,EPSG Projection 3011 - SWEREF99 18 00,"Large scale (1:10,000 and greater) topographic mapping, engineering and cadastral survey.",Sweden - 18 00,17.08,58.7,19.21,60.65,18,0,transverse_mercator,"PROJCS[""SWEREF99 18 00"",GEOGCS[""SWEREF99"",DATUM[""SWEREF99"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6619""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4619""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",18],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",150000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3011""],AXIS[""y"",EAST],AXIS[""x"",NORTH]]","+proj=tmerc +lat_0=0 +lon_0=18 +k=1 +x_0=150000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
EPSG:3012,EPSG Projection 3012 - SWEREF99 14 15,"Large scale (1:10,000 and greater) topographic mapping, engineering and cadastral survey.",Sweden - 14 15,12,61.57,15.5,64.47,14.25,0,transverse_mercator,"PROJCS[""SWEREF99 14 15"",GEOGCS[""SWEREF99"",DATUM[""SWEREF99"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6619""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4619""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",14.25],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",150000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3012""],AXIS[""y"",EAST],AXIS[""x"",NORTH]]","+proj=tmerc +lat_0=0 +lon_0=14.25 +k=1 +x_0=150000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
EPSG:3013,EPSG Projection 3013 - SWEREF99 15 45,"Large scale (1:10,000 and greater) topographic mapping, engineering and cadastral survey.",Sweden - 15 45,13.64,60.5,17,65.1,15.75,0,transverse_mercator,"PROJCS[""SWEREF99 15 45"",GEOGCS[""SWEREF99"",DATUM[""SWEREF99"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6619""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4619""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",15.75],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",150000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3013""],AXIS[""y"",EAST],AXIS[""x"",NORTH]]","+proj=tmerc +lat_0=0 +lon_0=15.75 +k=1 +x_0=150000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
EPSG:3014,EPSG Projection 3014 - SWEREF99 17 15,"Large scale (1:10,000 and greater) topographic mapping, engineering and cadastral survey.",Sweden - 17 15,14.35,62.1,18.45,67.2,17.25,0,transverse_mercator,"PROJCS[""SWEREF99 17 15"",GEOGCS[""SWEREF99"",DATUM[""SWEREF99"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6619""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4619""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",17.25],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",150000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3014""],AXIS[""y"",EAST],AXIS[""x"",NORTH]]","+proj=tmerc +lat_0=0 +lon_0=17.25 +k=1 +x_0=150000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
EPSG:3015,EPSG Projection 3015 - SWEREF99 18 45,"Large scale (1:10,000 and greater) topographic mapping, engineering and cadastral survey.",Sweden - 18 45,17.25,56.85,20.25,65.58,18.75,0,transverse_mercator,"PROJCS[""SWEREF99 18 45"",GEOGCS[""SWEREF99"",DATUM[""SWEREF99"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6619""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4619""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",18.75],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",150000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3015""],AXIS[""y"",EAST],AXIS[""x"",NORTH]]","+proj=tmerc +lat_0=0 +lon_0=18.75 +k=1 +x_0=150000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
EPSG:3016,EPSG Projection 3016 - SWEREF99 20 15,"Large scale (1:10,000 and greater) topographic mapping, engineering and cadastral survey.",Sweden - 20 15,15.38,63.4,22.48,69.1,20.25,0,transverse_mercator,"PROJCS[""SWEREF99 20 15"",GEOGCS[""SWEREF99"",DATUM[""SWEREF99"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6619""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4619""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",20.25],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",150000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3016""],AXIS[""y"",EAST],AXIS[""x"",NORTH]]","+proj=tmerc +lat_0=0 +lon_0=20.25 +k=1 +x_0=150000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
EPSG:3017,EPSG Projection 3017 - SWEREF99 21 45,"Large scale (1:10,000 and greater) topographic mapping, engineering and cadastral survey.",Sweden - 21 45,20,65,21.65,65.38,21.75,0,transverse_mercator,"PROJCS[""SWEREF99 21 45"",GEOGCS[""SWEREF99"",DATUM[""SWEREF99"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6619""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4619""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",21.75],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",150000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3017""],AXIS[""y"",EAST],AXIS[""x"",NORTH]]","+proj=tmerc +lat_0=0 +lon_0=21.75 +k=1 +x_0=150000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
EPSG:3018,EPSG Projection 3018 - SWEREF99 23 15,"Large scale topographic mapping, engineering and cadastral survey.",Sweden - 23 15,20.85,65.5,24.18,68.45,23.25,0,transverse_mercator,"PROJCS[""SWEREF99 23 15"",GEOGCS[""SWEREF99"",DATUM[""SWEREF99"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6619""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4619""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",23.25],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",150000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3018""],AXIS[""y"",EAST],AXIS[""x"",NORTH]]","+proj=tmerc +lat_0=0 +lon_0=23.25 +k=1 +x_0=150000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
EPSG:3019,EPSG Projection 3019 - RT90 7.5 gon V,"Topographic mapping, engineering survey, cadastre.",Sweden - 7.5 gon W,10.57,56.85,12.44,63.8,11.3082777777777,0,transverse_mercator,"PROJCS[""RT90 7.5 gon V"",GEOGCS[""RT90"",DATUM[""Rikets_koordinatsystem_1990"",SPHEROID[""Bessel 1841"",6377397.155,299.1528128,AUTHORITY[""EPSG"",""7004""]],AUTHORITY[""EPSG"",""6124""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4124""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",11.30827777777778],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",1500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3019""],AXIS[""Y"",EAST],AXIS[""X"",NORTH]]",+proj=tmerc +lat_0=0 +lon_0=11.30827777777778 +k=1 +x_0=1500000 +y_0=0 +ellps=bessel +units=m +no_defs 
